run_id,step,split,difficulty,reasoning_steps,exact_match,token_acc,n_episodes,stored_exact_match
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 1, ""length"": 12, ""n_sources"": 1}",8,0.9910179640718563,0.9992514971844451,334,0.9910179640718563
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",3,0.9099099099099099,0.9919919935432641,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",4,0.978978978978979,0.9979979982963195,333,0.978978978978979
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",5,0.5165165165165165,0.9552052126632439,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",6,0.23423423423423423,0.9169169229430121,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",7,0.6186186186186187,0.9657157220997968,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 2, ""length"": 12, ""n_sources"": 1}",8,0.984984984984985,0.9987487490470703,333,0.984984984984985
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",3,0.9579579579579579,0.9964964973317968,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",4,0.996996996996997,0.9997497498094141,333,0.996996996996997
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",5,0.27927927927927926,0.9041541567793837,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",6,0.009009009009009009,0.8480980917140171,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",7,0.15915915915915915,0.8936436432259934,333,
75f014a16a02_s3,40000,interp,"{""dim"": 1, ""distance"": 4, ""length"": 12, ""n_sources"": 1}",8,1.0,1.0,333,1.0
